project_number,hdp_id,project_title,crf_name,heal_crf_id,source,input_path
UC2AR082196,HDP00937,Innervation of the knee and TMJ,PHQ (choice=Patient Health Questionnaire (PHQ) - 2 item),HEALCDE:phq2,Internal header_crf_mappings column mappings,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
UC2AR082196,HDP00937,Innervation of the knee and TMJ,Pain Intensity (choice=PEG (for chronic pain)),HEALCDE:peg,Internal header_crf_mappings column mappings,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
UC2AR082196,HDP00937,Innervation of the knee and TMJ,Pain Interference (choice=PEG (for chronic pain)),HEALCDE:peg,Internal header_crf_mappings column mappings,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
UC2AR082196,HDP00937,Innervation of the knee and TMJ,Pain Resilience Scale,HEALCDE:pain-resilience,mappings/study-crf-mappings/from-heal-cde-team/crf-heal-cde-ids.csv,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
UC2AR082196,HDP00937,Innervation of the knee and TMJ,Physical Functioning/QOL (choice=PROMIS Physical Functioning Short Form 6b),HEALCDE:physical-function-6b,Internal header_crf_mappings column mappings,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
UC2AR082196,HDP00937,Innervation of the knee and TMJ,Pittsburgh Sleep Quality Index - PSQI,HEALCDE:psqi,mappings/study-crf-mappings/from-heal-cde-team/crf-heal-cde-ids.csv,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
UC2AR082196,HDP00937,Innervation of the knee and TMJ,"Short Physical Performance Battery, Short Physical Performance Battery",HEALCDE:short-physical-performance-battery,mappings/study-crf-mappings/from-heal-cde-team/crf-heal-cde-ids.csv,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
UC2AR082196,HDP00937,Innervation of the knee and TMJ,Sleep (choice=PROMIS Sleep Disturbance 6a),HEALCDE:sleep-disturbance-6a,Internal header_crf_mappings column mappings,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
UC2AR082196,HDP00937,Innervation of the knee and TMJ,Substance Use Screener (choice=TAPS 1),HEALCDE:taps-1,Internal header_crf_mappings column mappings,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
1R61AT012286-01,HDP00974,"Multimodal imaging biomarkers for investigating fascia, muscle and vasculature in myofascial pain",Demographics (choice=Adult Demographics),HEALCDE:adult-demographics,Internal header_crf_mappings column mappings,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
1R61AT012286-01,HDP00974,"Multimodal imaging biomarkers for investigating fascia, muscle and vasculature in myofascial pain",GAD (choice=Generalized Anxiety Disorder (GAD) - 7 item*),HEALCDE:generalized-anxiety-disorder-7,Internal header_crf_mappings column mappings,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
1R61AT012286-01,HDP00974,"Multimodal imaging biomarkers for investigating fascia, muscle and vasculature in myofascial pain",Global Satisfaction with Treatment (choice=PGIC),HEALCDE:pgic,Internal header_crf_mappings column mappings,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
1R61AT012286-01,HDP00974,"Multimodal imaging biomarkers for investigating fascia, muscle and vasculature in myofascial pain",PHQ (choice=Patient Health Questionnaire (PHQ) - 9 item*),HEALCDE:patient-health-questionnaire-9,Internal header_crf_mappings column mappings,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
1R61AT012286-01,HDP00974,"Multimodal imaging biomarkers for investigating fascia, muscle and vasculature in myofascial pain",Pain Intensity (choice=PEG (for chronic pain)),HEALCDE:peg,Internal header_crf_mappings column mappings,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
1R61AT012286-01,HDP00974,"Multimodal imaging biomarkers for investigating fascia, muscle and vasculature in myofascial pain",Pain Interference (choice=PEG (for chronic pain)),HEALCDE:peg,Internal header_crf_mappings column mappings,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
1R61AT012286-01,HDP00974,"Multimodal imaging biomarkers for investigating fascia, muscle and vasculature in myofascial pain",Physical Functioning/QOL (choice=PROMIS Physical Functioning Short Form 6b),HEALCDE:physical-function-6b,Internal header_crf_mappings column mappings,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
1R61AT012286-01,HDP00974,"Multimodal imaging biomarkers for investigating fascia, muscle and vasculature in myofascial pain",Sleep (choice=PROMIS Sleep Disturbance 6a),HEALCDE:sleep-disturbance-6a,Internal header_crf_mappings column mappings,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
1R61AT012286-01,HDP00974,"Multimodal imaging biomarkers for investigating fascia, muscle and vasculature in myofascial pain",Sleep (choice=Sleep Duration Question),HEALCDE:sleep-duration,Internal header_crf_mappings column mappings,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
1R61AT012286-01,HDP00974,"Multimodal imaging biomarkers for investigating fascia, muscle and vasculature in myofascial pain",Substance Use Screener (choice=TAPS 1),HEALCDE:taps-1,Internal header_crf_mappings column mappings,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
R61CA280978,HDP00893,Culturally adapted mobile treatment of chronic pain in adolescent survivors of pediatric bone sarcoma,Demographics (choice=Child Demographics),HEALCDE:pediatric-demographic,Internal header_crf_mappings column mappings,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
R61CA280978,HDP00893,Culturally adapted mobile treatment of chronic pain in adolescent survivors of pediatric bone sarcoma,GAD Ped (choice=Generalized Anxiety Disorder (GAD) - 2 item),HEALCDE:gad2,Internal header_crf_mappings column mappings,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
R61CA280978,HDP00893,Culturally adapted mobile treatment of chronic pain in adolescent survivors of pediatric bone sarcoma,GAD Ped (choice=Generalized Anxiety Disorder (GAD) - 7 item*),HEALCDE:generalized-anxiety-disorder-7,Internal header_crf_mappings column mappings,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
R61CA280978,HDP00893,Culturally adapted mobile treatment of chronic pain in adolescent survivors of pediatric bone sarcoma,PGIC Ped (choice=Patient Global Impression of Change (PGIC)),HEALCDE:pgic,Internal header_crf_mappings column mappings,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
R61CA280978,HDP00893,Culturally adapted mobile treatment of chronic pain in adolescent survivors of pediatric bone sarcoma,PHQ Ped (choice=Patient Health Questionnaire (PHQ) - 2 item),HEALCDE:phq2,Internal header_crf_mappings column mappings,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
R61CA280978,HDP00893,Culturally adapted mobile treatment of chronic pain in adolescent survivors of pediatric bone sarcoma,Pain Catastrophizing (Administered to Child) (choice=Pain Catastrophizing Scale for Children),HEALCDE:pcs-child,Internal header_crf_mappings column mappings,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
R61CA280978,HDP00893,Culturally adapted mobile treatment of chronic pain in adolescent survivors of pediatric bone sarcoma,Pain Catastrophizing (Administered to Parent) (choice=Pain Catastrophizing),HEALCDE:pcs-parent,Internal header_crf_mappings column mappings,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
R61CA280978,HDP00893,Culturally adapted mobile treatment of chronic pain in adolescent survivors of pediatric bone sarcoma,Pain Intensity (choice=BPI Pain Severity),HEALCDE:bpi-pain-severity,Internal header_crf_mappings column mappings,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
R61CA280978,HDP00893,Culturally adapted mobile treatment of chronic pain in adolescent survivors of pediatric bone sarcoma,Pain Interference (choice=BPI Pain Interference (Copyrighted)),HEALCDE:bpi-pain-interference,Internal header_crf_mappings column mappings,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
R61CA280978,HDP00893,Culturally adapted mobile treatment of chronic pain in adolescent survivors of pediatric bone sarcoma,Patient Health Questionnaire 8 - PHQ 8,HEALCDE:patient-health-questionnaire-8,mappings/study-crf-mappings/from-heal-cde-team/crf-heal-cde-ids.csv,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
R61CA280978,HDP00893,Culturally adapted mobile treatment of chronic pain in adolescent survivors of pediatric bone sarcoma,Pediatric Anxiety SF 8a [PROMIS],HEALCDE:promis-pediatric-anxiety-sf,mappings/study-crf-mappings/from-heal-cde-team/crf-heal-cde-ids.csv,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
R61CA280978,HDP00893,Culturally adapted mobile treatment of chronic pain in adolescent survivors of pediatric bone sarcoma,Pediatric Depressive Symptoms SF 8a [PROMIS],HEALCDE:promis-pediatric-depressive-symptoms-8a,mappings/study-crf-mappings/from-heal-cde-team/crf-heal-cde-ids.csv,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
R61CA280978,HDP00893,Culturally adapted mobile treatment of chronic pain in adolescent survivors of pediatric bone sarcoma,Pediatric Fatigue Sf 10a [PROMIS],HEALCDE:promis-pediatric-fatigue-10a,mappings/study-crf-mappings/from-heal-cde-team/crf-heal-cde-ids.csv,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
R61CA280978,HDP00893,Culturally adapted mobile treatment of chronic pain in adolescent survivors of pediatric bone sarcoma,Pediatric Mobility 8a [PROMIS],HEALCDE:promis-pediatric-mobility-8a,mappings/study-crf-mappings/from-heal-cde-team/crf-heal-cde-ids.csv,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
R61CA280978,HDP00893,Culturally adapted mobile treatment of chronic pain in adolescent survivors of pediatric bone sarcoma,Pediatric Peer Relationships SF 8a [PROMIS],HEALCDE:promis-pediatric-peer-relationships-8a,mappings/study-crf-mappings/from-heal-cde-team/crf-heal-cde-ids.csv,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
R61CA280978,HDP00893,Culturally adapted mobile treatment of chronic pain in adolescent survivors of pediatric bone sarcoma,Pediatric Sleep-Related Impairment 8a [PROMIS],HEALCDE:promis-pediatric-sleep-related-impairment-8a,mappings/study-crf-mappings/from-heal-cde-team/crf-heal-cde-ids.csv,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
R61CA280978,HDP00893,Culturally adapted mobile treatment of chronic pain in adolescent survivors of pediatric bone sarcoma,Pediatric Upper Extremity SF 8a [PROMIS],HEALCDE:promis-pediatric-upper-extremity-8a,mappings/study-crf-mappings/from-heal-cde-team/crf-heal-cde-ids.csv,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
R61CA280978,HDP00893,Culturally adapted mobile treatment of chronic pain in adolescent survivors of pediatric bone sarcoma,PedsQL Inventory Age Range(s) (choice=13-18 year old),HEALCDE:pedsql-sickle-cell-parent-report-ages-13-18,Internal header_crf_mappings column mappings,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
R61CA280978,HDP00893,Culturally adapted mobile treatment of chronic pain in adolescent survivors of pediatric bone sarcoma,PedsQL Inventory Age Range(s) (choice=2-4 year old),HEALCDE:pedsql-sickle-cell-parent-report-ages-2-4,Internal header_crf_mappings column mappings,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
R61CA280978,HDP00893,Culturally adapted mobile treatment of chronic pain in adolescent survivors of pediatric bone sarcoma,PedsQL Inventory Age Range(s) (choice=5-7 year old),HEALCDE:pedsql-sickle-cell-child-report-ages-5-7,Internal header_crf_mappings column mappings,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
R61CA280978,HDP00893,Culturally adapted mobile treatment of chronic pain in adolescent survivors of pediatric bone sarcoma,PedsQL Inventory Age Range(s) (choice=8-12 year old),HEALCDE:pedsql-sickle-cell-parent-report-ages-8-12,Internal header_crf_mappings column mappings,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
R61CA280978,HDP00893,Culturally adapted mobile treatment of chronic pain in adolescent survivors of pediatric bone sarcoma,Sleep (choice=AWS-10 + Sleep Duration Items),HEALCDE:sleep-asws,Internal header_crf_mappings column mappings,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
R61CA280978,HDP00893,Culturally adapted mobile treatment of chronic pain in adolescent survivors of pediatric bone sarcoma,Substance Abuser Screener (choice=NIDA Modified Assist Tool-2),HEALCDE:nida-modified-assist,Internal header_crf_mappings column mappings,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
1RM1NS128741-01,HDP01029,From Nerve to Brain: Toward a Mechanistic Understanding of Spinal Cord Stimulation in Human Subjects,Demographics (choice=Adult Demographics),HEALCDE:adult-demographics,Internal header_crf_mappings column mappings,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
1RM1NS128741-01,HDP01029,From Nerve to Brain: Toward a Mechanistic Understanding of Spinal Cord Stimulation in Human Subjects,GAD (choice=Generalized Anxiety Disorder (GAD) - 2 item),HEALCDE:gad2,Internal header_crf_mappings column mappings,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
1RM1NS128741-01,HDP01029,From Nerve to Brain: Toward a Mechanistic Understanding of Spinal Cord Stimulation in Human Subjects,Global Satisfaction with Treatment (choice=PGIC),HEALCDE:pgic,Internal header_crf_mappings column mappings,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
1RM1NS128741-01,HDP01029,From Nerve to Brain: Toward a Mechanistic Understanding of Spinal Cord Stimulation in Human Subjects,PHQ (choice=Patient Health Questionnaire (PHQ) - 2 item),HEALCDE:phq2,Internal header_crf_mappings column mappings,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
1RM1NS128741-01,HDP01029,From Nerve to Brain: Toward a Mechanistic Understanding of Spinal Cord Stimulation in Human Subjects,Pain Intensity (choice=PEG (for chronic pain)),HEALCDE:peg,Internal header_crf_mappings column mappings,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
1RM1NS128741-01,HDP01029,From Nerve to Brain: Toward a Mechanistic Understanding of Spinal Cord Stimulation in Human Subjects,Pain Interference (choice=PEG (for chronic pain)),HEALCDE:peg,Internal header_crf_mappings column mappings,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
1RM1NS128741-01,HDP01029,From Nerve to Brain: Toward a Mechanistic Understanding of Spinal Cord Stimulation in Human Subjects,Physical Functioning/QOL (choice=PROMIS Physical Functioning Short Form 6b),HEALCDE:physical-function-6b,Internal header_crf_mappings column mappings,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
1RM1NS128741-01,HDP01029,From Nerve to Brain: Toward a Mechanistic Understanding of Spinal Cord Stimulation in Human Subjects,Sleep (choice=PROMIS Sleep Disturbance 6a),HEALCDE:sleep-disturbance-6a,Internal header_crf_mappings column mappings,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
1RM1NS128741-01,HDP01029,From Nerve to Brain: Toward a Mechanistic Understanding of Spinal Cord Stimulation in Human Subjects,Sleep (choice=Sleep Duration Question),HEALCDE:sleep-duration,Internal header_crf_mappings column mappings,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
1RM1NS128741-01,HDP01029,From Nerve to Brain: Toward a Mechanistic Understanding of Spinal Cord Stimulation in Human Subjects,Substance Use Screener (choice=TAPS 1),HEALCDE:taps-1,Internal header_crf_mappings column mappings,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
1RM1NS128741-01,HDP01029,From Nerve to Brain: Toward a Mechanistic Understanding of Spinal Cord Stimulation in Human Subjects,The Roland Morris Low Back Pain and Disability Questionnaire - RMDQ,HEALCDE:rmdq,mappings/study-crf-mappings/from-heal-cde-team/crf-heal-cde-ids.csv,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
U19AR076725,HDP00366,"HEALing LB3P: Profiling Biomechanical, Biological and Behavioral Phenotypes",Chronic Pain Acceptance Questionnaire for Adolescents 8 item- CPAQ A8,HEALCDE:cpaq-a8,mappings/study-crf-mappings/from-heal-cde-team/crf-heal-cde-ids.csv,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
U19AR076725,HDP00366,"HEALing LB3P: Profiling Biomechanical, Biological and Behavioral Phenotypes",Demographics (choice=Adult Demographics),HEALCDE:adult-demographics,Internal header_crf_mappings column mappings,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
U19AR076725,HDP00366,"HEALing LB3P: Profiling Biomechanical, Biological and Behavioral Phenotypes",Emotional Support SF 4a [PROMIS],HEALCDE:promis-emotional-support-4a,mappings/study-crf-mappings/from-heal-cde-team/crf-heal-cde-ids.csv,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
U19AR076725,HDP00366,"HEALing LB3P: Profiling Biomechanical, Biological and Behavioral Phenotypes",Fear Avoidance Belief Questionnaire Physical Activity- FABQ PA,HEALCDE:fabq-physical-activity,mappings/study-crf-mappings/from-heal-cde-team/crf-heal-cde-ids.csv,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
U19AR076725,HDP00366,"HEALing LB3P: Profiling Biomechanical, Biological and Behavioral Phenotypes",GAD (choice=Generalized Anxiety Disorder (GAD) - 2 item),HEALCDE:gad2,Internal header_crf_mappings column mappings,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
U19AR076725,HDP00366,"HEALing LB3P: Profiling Biomechanical, Biological and Behavioral Phenotypes",General Self-Efficacy SF 4a [PROMIS],HEALCDE:promis-general-self-efficacy-4a,mappings/study-crf-mappings/from-heal-cde-team/crf-heal-cde-ids.csv,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
U19AR076725,HDP00366,"HEALing LB3P: Profiling Biomechanical, Biological and Behavioral Phenotypes",Global Physical Activity Questionnaire- GPAQ,HEALCDE:gpaq,mappings/study-crf-mappings/from-heal-cde-team/crf-heal-cde-ids.csv,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
U19AR076725,HDP00366,"HEALing LB3P: Profiling Biomechanical, Biological and Behavioral Phenotypes",Global Satisfaction with Treatment (choice=PGIC),HEALCDE:pgic,Internal header_crf_mappings column mappings,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
U19AR076725,HDP00366,"HEALing LB3P: Profiling Biomechanical, Biological and Behavioral Phenotypes",Michigan Body Map (Chronic),HEALCDE:mbm,mappings/study-crf-mappings/from-heal-cde-team/crf-heal-cde-ids.csv,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
U19AR076725,HDP00366,"HEALing LB3P: Profiling Biomechanical, Biological and Behavioral Phenotypes",Multidimensional Assessment of Interoceptive Awareness *Version 2- MAIA,HEALCDE:maia-2,mappings/study-crf-mappings/from-heal-cde-team/crf-heal-cde-ids.csv,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
U19AR076725,HDP00366,"HEALing LB3P: Profiling Biomechanical, Biological and Behavioral Phenotypes",PHQ (choice=Patient Health Questionnaire (PHQ) - 2 item),HEALCDE:phq2,Internal header_crf_mappings column mappings,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
U19AR076725,HDP00366,"HEALing LB3P: Profiling Biomechanical, Biological and Behavioral Phenotypes",Pain Intensity (choice=PEG (for chronic pain)),HEALCDE:peg,Internal header_crf_mappings column mappings,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
U19AR076725,HDP00366,"HEALing LB3P: Profiling Biomechanical, Biological and Behavioral Phenotypes",Pain Interference (choice=PEG (for chronic pain)),HEALCDE:peg,Internal header_crf_mappings column mappings,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
U19AR076725,HDP00366,"HEALing LB3P: Profiling Biomechanical, Biological and Behavioral Phenotypes",Patient Global Impression of Change *2 item- PGIC,HEALCDE:pgic,mappings/study-crf-mappings/from-heal-cde-team/crf-heal-cde-ids.csv,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
U19AR076725,HDP00366,"HEALing LB3P: Profiling Biomechanical, Biological and Behavioral Phenotypes",Physical Functioning/QOL (choice=PROMIS Physical Functioning Short Form 6b),HEALCDE:physical-function-6b,Internal header_crf_mappings column mappings,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
U19AR076725,HDP00366,"HEALing LB3P: Profiling Biomechanical, Biological and Behavioral Phenotypes",Prescription Pain Medication Misuse v1.0 SF 7a [PROMIS],HEALCDE:promis-prescription-pain-med-misuse-7a,mappings/study-crf-mappings/from-heal-cde-team/crf-heal-cde-ids.csv,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
U19AR076725,HDP00366,"HEALing LB3P: Profiling Biomechanical, Biological and Behavioral Phenotypes",Sleep (choice=PROMIS Sleep Disturbance 6a),HEALCDE:sleep-disturbance-6a,Internal header_crf_mappings column mappings,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
U19AR076725,HDP00366,"HEALing LB3P: Profiling Biomechanical, Biological and Behavioral Phenotypes",Sleep (choice=Sleep Duration Question),HEALCDE:sleep-duration,Internal header_crf_mappings column mappings,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
U19AR076725,HDP00366,"HEALing LB3P: Profiling Biomechanical, Biological and Behavioral Phenotypes",Substance Use Screener (choice=TAPS 1),HEALCDE:taps-1,Internal header_crf_mappings column mappings,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
U19AR076725,HDP00366,"HEALing LB3P: Profiling Biomechanical, Biological and Behavioral Phenotypes",The Keele STarT Back Screening Tool,HEALCDE:keele-start-back,mappings/study-crf-mappings/from-heal-cde-team/crf-heal-cde-ids.csv,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
U19AR076725,HDP00366,"HEALing LB3P: Profiling Biomechanical, Biological and Behavioral Phenotypes",Tobacco  Alcohol  Prescription medications  and other Substance Part 2 - TAPS 2,HEALCDE:taps2,mappings/study-crf-mappings/from-heal-cde-team/crf-heal-cde-ids.csv,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
RM1DA055301,HDP00039,Healing Opioid Misuse and Pain Through Engagement (HOPE) Trial,Ability to Participate in Social Roles and Activities SF 4a [PROMIS],HEALCDE:promis-ability-to-participate-in-social_roles-and-activities-4a,mappings/study-crf-mappings/from-heal-cde-team/crf-heal-cde-ids.csv,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
RM1DA055301,HDP00039,Healing Opioid Misuse and Pain Through Engagement (HOPE) Trial,Alcohol Use Disorders Identification Test Self Report- AUDIT,HEALCDE:audit-self-report,mappings/study-crf-mappings/from-heal-cde-team/crf-heal-cde-ids.csv,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
RM1DA055301,HDP00039,Healing Opioid Misuse and Pain Through Engagement (HOPE) Trial,Brief Assessment of Recovery Capital- BARC 10,HEALCDE:barc-10,mappings/study-crf-mappings/from-heal-cde-team/crf-heal-cde-ids.csv,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
RM1DA055301,HDP00039,Healing Opioid Misuse and Pain Through Engagement (HOPE) Trial,Chronic Pain Acceptance Questionnaire Revised *8 item- CPAQ,HEALCDE:cpaq-8,mappings/study-crf-mappings/from-heal-cde-team/crf-heal-cde-ids.csv,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
RM1DA055301,HDP00039,Healing Opioid Misuse and Pain Through Engagement (HOPE) Trial,Cognitive Function Abilities SF 4a [PROMIS],HEALCDE:promis-cognitive-function-4a,mappings/study-crf-mappings/from-heal-cde-team/crf-heal-cde-ids.csv,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
RM1DA055301,HDP00039,Healing Opioid Misuse and Pain Through Engagement (HOPE) Trial,Demographics (choice=Adult Demographics),HEALCDE:adult-demographics,Internal header_crf_mappings column mappings,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
RM1DA055301,HDP00039,Healing Opioid Misuse and Pain Through Engagement (HOPE) Trial,Emotional Distress Anxiety SF 4a [PROMIS],HEALCDE:promis-anxiety-sf-4a,mappings/study-crf-mappings/from-heal-cde-team/crf-heal-cde-ids.csv,mappings/study-crf-mappings/from-heal-cde-team/HEALCommonDataElemen_DATA_LABELS_2025-02-07_1028.csv
